unique_course_id,course_run_id,name,_discipline,category,exam_date,_duration,faculty,institute,coordinating_institute,course_status,is_fdp
106106184,noc22-cs124,Deep Learning,Computer Science,Rerun,2022-10-30,12,"Prof. Sudarshan Iyengar
Prof. Sanatan Sukhija",IIT Ropar,IIT Madras,uplc,True
106103237,noc22-cs125,Design & Implementation of Human-Computer Interfaces,Computer Science,New,2022-10-29,12,Prof. Samit Bhattacharya,IIT Guwahati,IIT Guwahati,uplc,True
106106229,noc22-cs126,Computational Complexity,Computer Science,Rerun,2022-10-30,12,Prof. Subrahmanyam Kalyanasundaram,IIT Hyderabad,IIT Madras,uplc,True
106105217,noc22-cs13,Ethical Hacking,Computer Science,Rerun,2022-04-23,12,Prof. Indranil Sengupta,IIT Kharagpur,IIT Kharagpur,oc,True
106105190,noc22-cs14,Compiler Design,Computer Science,Rerun,2022-04-23,12,Prof. Santanu Chattopadhyay,IIT Kharagpur,IIT Kharagpur,oc,False
106102157,noc22-cs15,Computer Architecture,Computer Science,Rerun,2022-04-24,12,Prof. Smruti R.Sarangi,IIT Delhi,IIT Delhi,oc,False
106103220,noc22-cs16,User-centric Computing for Human-Computer Interaction,Computer Science,Rerun,2022-03-27,8,Prof. Samit Bhattacharya,IIT Guwahati,IIT Guwahati,oc,True
106104170,noc22-cs17,Advanced Graph Theory,Computer Science,Rerun,2022-04-23,8,Prof. Rajiv Misra,IIT Patna,IIT Kanpur,oc,True
106104182,noc22-cs18,Cloud Computing and Distributed Systems,Computer Science,Rerun,2022-03-27,8,Prof. Rajiv Misra,IIT Patna,IIT Kanpur,oc,True
106105183,noc22-cs19,Computer Networks and Internet Protocol,Computer Science,Rerun,2022-04-23,12,"Prof. Soumya Kanti Ghosh 
Prof. Sandip Chakraborty",IIT Kharagpur,IIT Kharagpur,oc,True
106105167,noc22-cs20,Cloud computing,Computer Science,Rerun,2022-04-24,12,Prof. Soumya Kanti Ghosh,IIT Kharagpur,IIT Kharagpur,oc,True
106102163,noc22-cs21,Introduction to parallel programming with OpenMP and MPI,Computer Science,Rerun,2022-03-27,8,Prof. Yogish Sabharwal,IIT Delhi,IIT Delhi,oc,True
106105215,noc22-cs22,Deep Learning,Computer Science,Rerun,2022-04-23,12,Prof. Prabir Kumar Biswas,IIT Kharagpur,IIT Kharagpur,oc,True
106106199,noc22-cs23,Information Security - 5 - Secure Systems Engineering,Computer Science,Rerun,2022-03-27,8,Prof. Chester Robeiro,IIT Madras,IIT Madras,oc,True
106106202,noc22-cs24,"Machine Learning, ML",Computer Science,Rerun,2022-04-24,8,"Prof. Carl Gustaf Jansson
Prof. Henrik BostrÃ¶m
Prof. Fredrik Kilander","KTH Royal Institute of Technology, Sweden",IIT Madras,oc,True
106106136,noc22-cs25,Model Checking,Computer Science,Rerun,2022-04-23,12,Prof. Srivathsan.B,CMI,IIT Madras,oc,True
106106145,noc22-cs26,"Programming, Data Structures And Algorithms Using Python",Computer Science,Rerun,2022-03-27,8,Prof. Madhavan Mukund,CMI,IIT Madras,oc,True
106106131,noc22-cs27,Design and analysis of algorithms,Computer Science,Rerun,2022-03-27,8,Prof. Madhavan Mukund,CMI,IIT Madras,oc,True
106106179,noc22-cs28,Data Science for Engineers,Computer Science,Rerun,2022-03-27,8,"Prof. Ragunathan Rengasamy
Prof. Shankar Narasimhan",IIT Madras,IIT Madras,oc,True
106106139,noc22-cs29,Introduction to Machine Learning,Computer Science,Rerun,2022-04-24,12,Prof. Balaraman Ravindran,IIT Madras,IIT Madras,oc,True
106106169,noc22-cs30,Social Networks,Computer Science,Rerun,2022-04-24,12,"Prof. Sudarshan Iyengar
Prof. Yayati Gupta",IIT Ropar,IIT Madras,oc,True
106106182,noc22-cs31,The Joy of Computing using Python,Computer Science,Rerun,2022-04-23,12,Prof. Sudarshan Iyengar,IIT Ropar,IIT Madras,oc,True
106106212,noc22-cs32,Python for Data Science,Computer Science,Rerun,2022-03-27,4,Prof. Ragunathan Rengasamy,IIT Madras,IIT Madras,oc,True
106106183,noc22-cs33,Discrete Mathematics,Computer Science,Rerun,2022-04-24,12,"Prof. Sudarshan Iyengar
Prof. Prabuchandran K.J",IIT Ropar,IIT Madras,oc,False
106106143,noc22-cs34,Reinforcement Learning,Computer Science,Rerun,2022-04-23,12,Prof. Balaraman Ravindran,IIT Madras,IIT Madras,oc,True
106106184,noc22-cs35,Deep Learning,Computer Science,Rerun,2022-04-24,12,"Prof. Sudarshan Iyengar
Prof. Sanatan Sukhija",IIT Ropar,IIT Madras,oc,True
106106234,noc22-cs36,Systems and Usable Security,Computer Science,New,2022-04-23,4,Prof. Neminath Hubballi,IIT Indore,IIT Madras,oc,True
106106235,noc22-cs37,Online Privacy,Computer Science,New,2022-04-23,12,Prof. Ponnurangam Kumaraguru ,IIITH,IIT Madras,oc,True
106101234,noc22-cs38,Design and Engineering of Computer Systems,Computer Science,New,2022-03-27,8,Prof. Mythili Vutukuru,IIT Bombay,IIT Bombay,oc,True
106101235,noc22-cs39,Software Conceptual Design,Computer Science,New,2022-04-24,4,"Prof. Sridhar Iyer
Prof. Prajish Prasad
Prof. T. G. Lakshmi",IIT Bombay,IIT Bombay,oc,True
106104128,noc22-cs40,Introduction To Programming In C,Computer Science,Rerun,2022-04-23,8,Prof. Satyadev Nandakumar,IIT Kanpur,IIT Kanpur,oc,True
106102011,noc22-cs41,Computational Geometry,Computer Science,Rerun,2022-04-23,12,Prof. Amit Kumar,IIT Delhi,IIT Delhi,oc,True
106101208,noc22-cs42,An Introduction to Programming Through C++,Computer Science,Rerun,2022-04-24,12,Prof. Abhiram Ranade,IIT Bombay,IIT Bombay,oc,False
106105234,noc22-cs43,Programming in Modern C++,Computer Science,New,2022-04-23,12,Prof. Partha Pratim Das,IIT Kharagpur,IIT Kharagpur,oc,True
106105235,noc22-cs44,Blockchain and its Applications,Computer Science,New,2022-04-23,12,"Prof. Sandip Chakraborty
Prof. Shamik Sural",IIT Kharagpur,IIT Kharagpur,oc,True
106105171,noc22-cs45,Problem Solving Through Programming In C,Computer Science,Rerun,2022-04-23,12,Prof. Anupam Basu,IIT Kharagpur,IIT Kharagpur,oc,True
106105159,noc22-cs46,Embedded Systems Design,Computer Science,Rerun,2022-04-24,12,Prof. Anupam Basu,IIT Kharagpur,IIT Kharagpur,oc,False
106105191,noc22-cs47,Programming In Java,Computer Science,Rerun,2022-04-24,12,Prof. Debasis Samanta,IIT Kharagpur,IIT Kharagpur,oc,True
106105194,noc22-cs48,Hardware Security,Computer Science,Rerun,2022-04-24,12,Prof. Debdeep Mukhopadhyay,IIT Kharagpur,IIT Kharagpur,oc,True
106105192,noc22-cs49,Discrete Structures,Computer Science,Rerun,2022-04-23,12,Prof. Dipanwita Roychowdhury,IIT Kharagpur,IIT Kharagpur,oc,False
106105161,noc22-cs50,VLSI Physical Design,Computer Science,Rerun,2022-04-24,12,Prof. Indranil Sengupta,IIT Kharagpur,IIT Kharagpur,oc,True
106105175,noc22-cs51,Data Base Management System,Computer Science,Rerun,2022-03-27,8,"Prof. Partha Pratim Das
Prof. Samiran Chattopadhyay",IIT Kharagpur,IIT Kharagpur,oc,True
106105195,noc22-cs52,Introduction To Industry 4.0 And Industrial Internet Of Things,Computer Science,Rerun,2022-04-24,12,Prof. Sudip Misra,IIT Kharagpur,IIT Kharagpur,oc,True
106105166,noc22-cs53,Introduction To Internet Of Things,Computer Science,Rerun,2022-04-23,12,Prof. Sudip Misra,IIT Kharagpur,IIT Kharagpur,oc,True
106105173,noc22-cs54,Introduction To Soft Computing,Computer Science,Rerun,2022-03-27,8,Prof. Debasis Samanta,IIT Kharagpur,IIT Kharagpur,oc,True
106105224,noc22-cs55,"Object Oriented System Development Using UML, Java And Patterns",Computer Science,Rerun,2022-04-23,12,Prof. Rajib Mall,IIT Kharagpur,IIT Kharagpur,oc,True
106102220,noc22-cs56,An Introduction to Artificial Intelligence,Computer Science,Rerun,2022-04-24,12,Prof. Mausam,IIT Delhi,IIT Delhi,oc,True
106106220,noc22-cs57,Introduction to Database Systems,Computer Science,Rerun,2022-04-23,12,Prof. Sreenivasa Kumar,IIT Madras,IIT Madras,oc,False
106106236,noc22-cs58,Introduction to Machine Learning (Tamil),Computer Science,New,2022-03-27,4,Prof. Arun Rajkumar,IIT Madras,IIT Madras,oc,True
106106231,noc22-cs59,Getting Started with Competitive Programming,Computer Science,Rerun,2022-04-23,12,"Prof. Neeldhara Misra & 
Arjun",IIT Gandhinagar,IIT Madras,oc,True
106104221,noc22-cs60,Arithmetic Circuit Complexity,Computer Science,Rerun,2022-04-23,12,Prof.  Nitin Saxena,IIT Kanpur,IIT Kanpur,oc,True
106101163,noc22-cs61,Software Testing,Computer Science,Rerun,2022-10-30,12,Prof. Meenakshi D'souza,IIIT Bangalore,IIT Madras,uplc,True
111104138,noc22-cs62,Computational Number Theory and Algebra,Computer Science,Rerun,2022-10-30,12,Prof. Nitin Saxena,IIT Kanpur,IIT Kanpur,uplc,True
106104148,noc22-cs63,Theory of Computation,Computer Science,Rerun,2022-09-25,8,Prof. Raghunath Tewari,IIT Kanpur,IIT Kanpur,uptc,True
106104149,noc22-cs64,Modern Algebra,Computer Science,Rerun,2022-10-29,8,Prof. Manindra Agrawal,IIT Kanpur,IIT Kanpur,uptc,True
106104189,noc22-cs65,Big Data Computing,Computer Science,Rerun,2022-10-29,8,Prof. Rajiv Misra,IIT Patna,IIT Kanpur,uptc,True
106106168,noc22-cs66,Distributed Systems,Computer Science,Rerun,2022-09-25,8,Prof. Rajiv Misra,IIT Patna,IIT Kanpur,uptc,True
106106226,noc22-cs67,Artificial Intelligence : Search Methods for Problem Solving,Computer Science,Rerun,2022-10-29,12,Prof. Deepak Khemani,IIT Madras,IIT Madras,uplc,True
106106210,noc22-cs68,C Programming and Assembly Language,Computer Science,Rerun,2022-09-25,4,Prof. Janakiraman Viraraghavan,IIT Madras,IIT Madras,upsc,True
106106137,noc22-cs69,Introduction To Haskell Programming,Computer Science,Rerun,2022-09-25,8,Prof. S. P Suresh,Chennai Mathematical Institute,IIT Madras,uptc,True
106106145,noc22-cs70,"Programming, Data Structures And Algorithms Using Python",Computer Science,Rerun,2022-09-25,8,Prof. Madhavan Mukund,CMI,IIT Madras,uptc,True
106106131,noc22-cs71,Design and analysis of algorithms,Computer Science,Rerun,2022-09-25,8,Prof. Madhavan Mukund,CMI,IIT Madras,uptc,True
106106179,noc22-cs72,Data Science for Engineers,Computer Science,Rerun,2022-09-25,8,"Prof. Ragunathan Rengasamy
Prof. Shankar Narasimhan",IIT Madras,IIT Madras,uptc,True
106106139,noc22-cs73,Introduction to Machine Learning,Computer Science,Rerun,2022-10-29,12,Prof. Balaraman Ravindran,IIT Madras,IIT Madras,uplc,True
106106212,noc22-cs74,Python for Data Science,Computer Science,Rerun,2022-09-25,4,Prof. Ragunathan Rengasamy,IIT Madras,IIT Madras,upsc,True
106106143,noc22-cs75,Reinforcement Learning,Computer Science,Rerun,2022-10-29,12,Prof. Balaraman Ravindran,IIT Madras,IIT Madras,uplc,True
106106224,noc22-cs76,Deep Learning for Computer Vision,Computer Science,Rerun,2022-10-30,12,Prof. Vineeth N Balasubramanian,IIT Hyderabad,IIT Madras,uplc,True
106101237,noc22-cs77,Introduction to Game Theory and Mechanism Design,Computer Science,New,2022-10-29,12,Prof. Swaprava Nath,IIT Bombay,IIT Bombay,uplc,True
106106144,noc22-cs78,Introduction to Operating Systems,Computer Science,Rerun,2022-09-25,8,Prof. Chester Rebeiro,IIT Madras,IIT Madras,uptc,False
106106232,noc22-cs79,Introduction to Quantum Computing: Quantum Algorithms and Qiskit,Computer Science,Rerun,2022-09-25,4,"Prof. Prabha Mandayam
Prof. Anupama Ray
Prof. Sheshashayee Raghunathan",IBM and IITM,IIT Madras,upsc,True
106102237,noc22-cs80,Advanced Distributed systems,Computer Science,New,2022-10-29,12,Prof. Smruti R. Sarangi,IIT Delhi,IIT Delhi,uplc,True
106106230,noc22-cs81,Parameterized Algorithms,Computer Science,Rerun,2022-10-29,12,"Prof. Neeldhara Misra
Prof. Saket Saurabh","IIT Gandhinagar
IMSC",IIT Madras,uplc,True
106106231,noc22-cs82,Getting Started with Competitive Programming,Computer Science,Rerun,2022-10-29,12,"Prof. Neeldhara Misra & 
Arjun",IIT Gandhinagar,IIT Madras,uplc,True
106106238,noc22-cs83,Applied Accelerated Artificial Intelligence,Computer Science,New,2022-10-29,12,"Prof. Satyajit Das
Prof. Satyadhyan Chickerur
Prof. Bharatkumar Sharma
Prof. Adesuyi Tosin","IIT Palakkad
KLE Technological University
NVIDIA",IIT Madras,uplc,True
106106236,noc22-cs84,Introduction to Machine Learning (Tamil),Computer Science,Rerun,2022-09-25,8,Prof. Arun Rajkumar,IIT Madras,IIT Madras,uptc,True
106108227,noc22-cs85,Discrete Mathematics - IIITB,Computer Science,Rerun,2022-10-30,12,Prof. Ashish Choudhury,IIIT Bangalore,IISc Bangalore,uplc,True
106105167,noc22-cs87,Cloud computing,Computer Science,Rerun,2022-10-30,12,Prof. Soumya Kanti Ghosh,IIT Kharagpur,IIT Kharagpur,uplc,True
106105163,noc22-cs88,Computer architecture and organization,Computer Science,Rerun,2022-10-29,12,"Prof. Indranil Sengupta, Prof. Kamalika Datta",IIT Kharagpur,IIT Kharagpur,uplc,False
106105216,noc22-cs89,Computer Vision,Computer Science,Rerun,2022-10-29,12,Prof. Jayanta Mukhopadhyay,IIT Kharagpur,IIT Kharagpur,uplc,True
106105162,noc22-cs90,Cryptography and Network Security,Computer Science,Rerun,2022-10-29,12,Prof. Sourav Mukhopadhyay,IIT Kharagpur,IIT Kharagpur,uplc,True
106105175,noc22-cs91,Data Base Management System,Computer Science,Rerun,2022-10-29,8,"Prof. Partha Pratim Das
Prof. Samiran Chattopadhyay",IIT Kharagpur,IIT Kharagpur,uptc,True
106105225,noc22-cs92,Data Structure and Algorithms using Java,Computer Science,Rerun,2022-10-30,12,Prof. Debasis Samanta,IIT Kharagpur,IIT Kharagpur,uplc,True
106105193,noc22-cs93,Embedded System Design with ARM,Computer Science,Rerun,2022-09-25,8,"Prof. Indranil Sengupta
Prof. Kamalika Datta",IIT Kharagpur,IIT Kharagpur,uptc,True
106105165,noc22-cs94,Hardware modeling using verilog,Computer Science,Rerun,2022-09-25,8,Prof. Indranil Sengupta,IIT Kharagpur,IIT Kharagpur,uptc,True
106105195,noc22-cs95,Introduction To Industry 4.0 And Industrial Internet Of Things,Computer Science,Rerun,2022-10-30,12,Prof. Sudip Misra,IIT Kharagpur,IIT Kharagpur,uplc,True
106105166,noc22-cs96,Introduction To Internet Of Things,Computer Science,Rerun,2022-10-29,12,Prof. Sudip Misra,IIT Kharagpur,IIT Kharagpur,uplc,True
106105152,noc22-cs97,Introduction to Machine Learning,Computer Science,Rerun,2022-10-29,8,Prof. Sudeshna Sarkar,IIT Kharagpur,IIT Kharagpur,uptc,True
106105158,noc22-cs98,Natural Language Processing,Computer Science,Rerun,2022-10-29,12,Prof. Pawan Goyal,IIT Kharagpur,IIT Kharagpur,uplc,True
106105153,noc22-cs99,Object Oriented Analysis and Design,Computer Science,Rerun,2022-09-25,8,"Prof. Partha Pratim Das
Prof. Samiran Chattopadhyay
Prof. Kausik Datta",IIT Kharagpur,IIT Kharagpur,uptc,True
104101079,noc22-cy01,Organometallic Chemistry,Chemistry,Rerun,2022-03-27,4,Prof. Debabrata Maiti,IIT Bombay,IIT Bombay,oc,False
104101121,noc22-cy02,Basics in Inorganic Chemistry,Chemistry,Rerun,2022-03-27,4,Prof. Debabrata Maiti,IIT Bombay,IIT Bombay,oc,False
104103121,noc22-cy03,Essentials of Biomolecules : Nucleic Acids and Peptides,Chemistry,Rerun,2022-04-24,12,Prof. Lal Mohan Kundu,IIT Guwahati,IIT Guwahati,oc,True
104101123,noc22-cy04,Transition Metal Organometallics in Catalysis and Biology,Chemistry,Rerun,2022-04-23,12,Prof. P. Ghosh,IIT Bombay,IIT Bombay,oc,True
104101100,noc22-cy05,Advanced Transition Metal Organometallic Chemistry,Chemistry,Rerun,2022-04-24,12,Prof. P. Ghosh,IIT Bombay,IIT Bombay,oc,True
104105076,noc22-cy06,Biochemistry,Chemistry,Rerun,2022-04-24,12,Prof. Swagata Dasgupta,IIT Kharagpur,IIT Kharagpur,oc,True
104105128,noc22-cy07,Approximate Methods in Quantum Chemistry,Chemistry,Rerun,2022-03-27,8,Prof. Sabyashachi Mishra,IIT Kharagpur,IIT Kharagpur,oc,True
104105127,noc22-cy08,"Structure, Stereochemistry and Reactivity of Organic Compounds and Intermediates: A Problem-solving Approach",Chemistry,Rerun,2022-03-27,8,Prof. Amit Basak,IIT Kharagpur,IIT Kharagpur,oc,False
104101122,noc22-cy09,Ultrafast laser spectroscopy,Chemistry,Rerun,2022-04-23,12,Prof. Anindya Datta,IIT Bombay,IIT Bombay,oc,True
104101099,noc22-cy10,Molecular Spectroscopy: A Physical Chemist’s perspective,Chemistry,Rerun,2022-04-24,12,Prof. Anindya Datta,IIT Bombay,IIT Bombay,oc,True
104101090,noc22-cy11,Chemistry Of Main Group Elements,Chemistry,Rerun,2022-04-23,12,Prof. M.S. Balakrishna,IIT Bombay,IIT Bombay,oc,True
104104109,noc22-cy12,Bioinorganic Chemistry,Chemistry,Rerun,2022-03-27,4,Prof. S. P. Rath,IIT Kanpur,IIT Kanpur,oc,True
104105103,noc22-cy13,Industrial Inorganic Chemistry,Chemistry,Rerun,2022-04-23,12,Prof. Debashis Ray,IIT Kharagpur,IIT Kharagpur,oc,True
104106094,noc22-cy14,Advanced Chemical Thermodynamics and Kinetics,Chemistry,Rerun,2022-04-23,12,Prof. Arijit Kumar De,IISER Mohali,IIT Madras,oc,True
104106105,noc22-cy16,Electrochemical impedance Spectroscopy,Chemistry,Rerun,2022-04-23,12,Prof. S. Ramanathan,IIT Madras,IIT Madras,oc,True
104106127,noc22-cy18,"Symmetry, Stereochemistry and Applications",Chemistry,Rerun,2022-04-24,12,Prof. Angshuman Roy Choudhury,IISER Mohali,IIT Madras,oc,False
104106128,noc22-cy19,Symmetry and Group Theory,Chemistry,Rerun,2022-04-23,12,Prof. Jeetender Chugh,IISER PUNE,IIT Madras,oc,True
104105085,noc22-cy20,Co-Ordination Chemistry (Chemistry Of Transition Elements),Chemistry,Rerun,2022-04-24,12,Prof. Debashis Ray,IIT Kharagpur,IIT Kharagpur,oc,True
104106107,noc22-cy21,Basic thermodynamics: Classical and Statistical Approaches,Chemistry,Rerun,2022-04-24,12,Prof. Arnab Mukherjee,IISER Pune,IIT Madras,oc,False
104106122,noc22-cy23,Fundamentals of Spectroscopy,Chemistry,Rerun,2022-04-24,12,"Prof. Sayan Bagchi
Prof. Anirban Hazra","NCL Pune, 
IISER Pune",IIT Madras,oc,False
104106106,noc22-cy24,Medicinal Chemistry,Chemistry,Rerun,2022-04-23,12,Prof. Harinath Chakrapani,IISER Pune,IIT Madras,oc,True
104106077,noc22-cy25,Pericyclic Reactions and Organic Photochemistry,Chemistry,Rerun,2022-04-23,8,Prof. Sankararaman,IIT Madras,IIT Madras,oc,True
104101127,noc22-cy27,"Essentials of Oxidation, Reduction and C-C Bond Formation. Application in Organic Synthesis",Chemistry,Rerun,2022-04-24,12,Prof. Yashwant D Vankar,IIT Bombay,IIT Bombay,oc,True
104104080,noc22-cy28,Chemical Applications Of Symmetry And Group Theory,Chemistry,Rerun,2022-03-27,8,Prof. Manabendra Chandra ,IIT Kanpur,IIT Kanpur,oc,True
104104084,noc22-cy29,Basics Of Fluorescence Spectroscopy,Chemistry,Rerun,2022-03-27,8,Prof. Pratik Sen,IIT Kanpur,IIT Kanpur,oc,True
104105087,noc22-cy30,A Study Guide in Organic Retrosynthesis: Problem Solving Approach,Chemistry,Rerun,2022-04-23,12,Prof. Samik Nanda,IIT Kharagpur,IIT Kharagpur,oc,True
104105088,noc22-cy31,Introduction To Molecular Thermodynamics,Chemistry,Rerun,2022-04-23,8,Prof. Srabani Taraphder,IIT Kharagpur,IIT Kharagpur,oc,False
104105102,noc22-cy32,Experimental Biochemistry,Chemistry,Rerun,2022-04-24,12,"Prof. Swagata Dasgupta
Prof. Soumya De",IIT Kharagpur,IIT Kharagpur,oc,False
104108132,noc22-cy33,Time dependent Quantum chemistry,Chemistry,New,2022-04-24,12,Prof. Atanu Bhattacharya,IISc Bangalore,IISc Bangalore,oc,True
104105104,noc22-cy34,Reactive Intermediates Carbene and Nitrene,Chemistry,Rerun,2022-03-27,4,Prof. Rajarshi Samanta,IIT Kharagpur,IIT Kharagpur,oc,False
104106096,noc22-cy36,Chemistry: Atomic Structure and Chemical Bonding,Chemistry,Rerun,2022-04-23,12,Prof. K. Mangala Sundar,IIT Madras,IIT Madras,oc,True
104101092,noc22-cy37,Metal Mediated Synthesis-I,Chemistry,Rerun,2022-09-25,4,Prof. D. Maiti,IIT Bombay,IIT Bombay,upsc,True
104101116,noc22-cy38,Metals in Biology,Chemistry,Rerun,2022-09-25,8,Prof. D. Maiti,IIT Bombay,IIT Bombay,uptc,True
104101091,noc22-cy39,Transition Metal Organometallic Chemistry: Principles to Applications,Chemistry,Rerun,2022-10-30,12,Prof. P. Ghosh,IIT Bombay,IIT Bombay,uplc,True
104101094,noc22-cy40,Symmetry and Group Theory,Chemistry,Rerun,2022-10-29,12,Prof. Anindya Datta,IIT Bombay,IIT Bombay,uplc,True
104101124,noc22-cy41,Quantum Chemistry of Atoms and Molecules,Chemistry,Rerun,2022-10-29,12,Porf. Anindya Datta,IIT Bombay,IIT Bombay,uplc,True
104101115,noc22-cy42,Mechanisms in Organic Chemistry,Chemistry,Rerun,2022-09-25,8,Prof. Nandita Madhavan,IIT Bombay,IIT Bombay,uptc,True
104102009,noc22-cy43,Biophysical chemistry,Chemistry,Rerun,2022-10-30,12,Prof. Pramit Kumar Chowdhury,IIT Delhi,IIT Delhi,uplc,True
104108124,noc22-cy44,One and two dimensional NMR Spectroscopy for chemists,Chemistry,Rerun,2022-10-30,12,Prof. N. Suryaprakash,IISc Bangalore,IISc Bangalore,uplc,True
104106075,noc22-cy45,Application of Spectroscopic Methods in Molecular Structure Determination,Chemistry,Rerun,2022-09-25,8,Prof. S. Sankararaman,IIT Madras,IIT Madras,uptc,True
104106131,noc22-cy46,Introductory Organic Chemistry II,Chemistry,Rerun,2022-10-30,8,"Prof. Harinath Chakrapani
Prof. Neeraja Dashaputre",IISER Pune,IIT Madras,uptc,True
104106093,noc22-cy48,Chemical Crystallography,Chemistry,Rerun,2022-10-29,12,Prof. Angshuman Roy Choudhury,IISER Mohali,IIT Madras,uplc,True
104101133,noc22-cy49,Classics in Total Synthesis-I,Chemistry,New,2022-10-29,12,Prof. Krishna P Kaliappan,IIT Bombay,IIT Bombay,uplc,True
104101130,noc22-cy50,Concepts of chemistry for engineering,Chemistry,Rerun,2022-10-29,12,"Prof. Anindya Datta
Prof. Debabrata Maiti
Prof. Chidambar Kulkarni
Prof. Arnab Dutta",IIT Bombay,IIT Bombay,uplc,False
104101134,noc22-cy51,Circular dichroism (CD) and Mossbauer spectroscopy for chemists,Chemistry,New,2022-10-29,12,Prof. Arnab Dutta,IIT Bombay,IIT Bombay,uplc,True
104105130,noc22-cy52,Biological Inorganic Chemistry,Chemistry,Rerun,2022-10-29,12,Prof. Debashis Ray,IIT Kharagpur,IIT Kharagpur,uplc,True
104105124,noc22-cy53,Introduction to Polymer Science,Chemistry,Rerun,2022-09-25,8,Prof. Dibakar Dhara,IIT Kharagpur,IIT Kharagpur,uptc,True
104102113,noc22-cy54,Spectroscopic Techniques for Pharmaceutical and Biopharmaceutical Industries,Chemistry,Rerun,2022-10-29,12,Prof. Shashank Deep,IIT Delhi,IIT Delhi,uplc,True
104103111,noc22-cy55,Reagents In Organic Synthesis,Chemistry,Rerun,2022-10-29,12,Prof. Subhas Chandra Pan,IIT Guwahati,IIT Guwahati,uplc,True
104103110,noc22-cy56,Principles Of Organic Synthesis,Chemistry,Rerun,2022-10-30,12,Prof. T Punniyamurthy,IIT Guwahati,IIT Guwahati,uplc,True
104104130,noc22-cy57,Chemistry and Physics of Surfaces and Interfaces,Chemistry,Rerun,2022-09-25,8,Prof. Thiruvancheril G. Gopakumar,IIT Kanpur,IIT Kanpur,uptc,True
104106089,noc22-cy58,Introduction to Chemical Thermodynamics and Kinetics,Chemistry,Rerun,2022-10-29,12,Prof. Arijit Kumar De,IISER Mohali,IIT Madras,uplc,True
104101135,noc22-cy59,NMR spectroscopy for Structural Biology,Chemistry,New,2022-10-29,12,"Prof. R. V Hosur
Prof. Ashutosh Kumar",IIT Bombay,IIT Bombay,uplc,True
104101136,noc22-cy60,Transition Metal Chemistry,Chemistry,New,2022-10-29,12,Prof. M S Balakrishna,IIT Bombay,IIT Bombay,uplc,True
104105084,noc22-cy61,Analytical chemistry,Chemistry,Rerun,2022-10-30,12,Prof. Debashis Ray,IIT Kharagpur,IIT Kharagpur,uplc,True
104105120,noc22-cy62,Organic Chemistry in Biology and Drug Development,Chemistry,Rerun,2022-10-29,12,Prof. Amit Basak,IIT Kharagpur,IIT Kharagpur,uplc,True
104105086,noc22-cy63,Stereochemistry,Chemistry,Rerun,2022-09-25,8,Prof. Amit Basak,IIT Kharagpur,IIT Kharagpur,uptc,False
104105133,noc22-cy64,Principles and applications of enolate alkylation: A unique strategy for construction of C-C (sp3 -sp3) bonds in asymmetric fashion,Chemistry,New,2022-09-25,8,Prof. Samik Nanda,IIT Kharagpur,IIT Kharagpur,uptc,True
107101087,noc22-de01,Understanding Design,Engineering Design,Rerun,2022-04-23,4,Prof. Nina Sabnani,IIT Bombay,IIT Bombay,oc,True
107106088,noc22-de02,Fundamentals of Automotive Systems,Engineering Design,Rerun,2022-04-23,12,Prof. C. S. Shankar Ram,IIT Madras,IIT Madras,oc,True
108103183,noc22-de03,Usability Engineering,Engineering Design,New,2022-04-24,12,Prof. Debayan Dhar,IIT Guwahati,IIT Guwahati,oc,True
107101086,noc22-de04,Innovation by Design,Engineering Design,Rerun,2022-04-24,4,Prof. B. K. Chakravarthy,IIT Bombay,IIT Bombay,oc,True
107101088,noc22-de05,"Design, Technology and Innovation",Engineering Design,Rerun,2022-04-23,8,Prof. B. K. Chakravarthy,IIT Bombay,IIT Bombay,oc,True
124106157,noc22-de06,Strategies for Sustainable Design,Engineering Design,Rerun,2022-04-24,12,Prof. Shiva Ji,IIT Hyderabad,IIT Madras,oc,True
107101091,noc22-de07,Understanding Ethnography,Engineering Design,Rerun,2022-03-27,8,Prof. Nina Sabnani,IIT Bombay,IIT Bombay,oc,True
107101092,noc22-de08,Understanding Incubation and Entrepreneurship,Engineering Design,New,2022-04-23,12,Prof. B.K. Chakravarthy,IIT Bombay,IIT Bombay,oc,True
107106081,noc22-de09,Control systems,Engineering Design,Rerun,2022-10-29,12,Prof. C. S. Shankar Ram,IIT Madras,IIT Madras,uplc,False
107106089,noc22-de10,Functional and Conceptual Design,Engineering Design,Rerun,2022-10-29,12,Prof. Asokan T,IIT Madras,IIT Madras,uplc,True
107106090,noc22-de11,Introduction to robotics,Engineering Design,Rerun,2022-10-30,12,"Prof. Asokan T, Prof. Balaraman Ravindran, Prof. Krishna Vasudevan",IIT Madras,IIT Madras,uplc,True
107103081,noc22-de12,System design for sustainability,Engineering Design,Rerun,2022-10-29,12,Prof. Sharmistha Banerjee,IIT Guwahati,IIT Guwahati,uplc,True
107103085,noc22-de13,Ergonomics Workplace Analysis,Engineering Design,Rerun,2022-09-25,4,Prof. Urmi R. Salve,IIT Guwahati,IIT Guwahati,upsc,True
107101086,noc22-de14,Innovation by Design,Engineering Design,Rerun,2022-09-25,4,Prof. B. K. Chakravarthy,IIT Bombay,IIT Bombay,upsc,True
