unique_course_id,course_run_id,name,_discipline,category,exam_date,_duration,faculty,institute,coordinating_institute,course_status,is_fdp
101104069,noc22-ae01,Aircraft Design,Aerospace Engineering,Rerun,2022-04-23,12,Prof. A.K.Ghosh,IIT Kanpur,IIT Kanpur,oc,True
101104066,noc22-ae02,Introduction to Experiments in Flight,Aerospace Engineering,Rerun,2022-04-23,4,Prof. A.K.Ghosh,IIT Kanpur,IIT Kanpur,oc,False
101106082,noc22-ae03,Rocket Propulsion,Aerospace Engineering,Rerun,2022-04-23,12,"Prof. K. Ramamurthi 
Prof. V. Nagabhushana Rao",IIT Madras,IIT Madras,oc,True
101104086,noc22-ae04,Computational Science in Engineering,Aerospace Engineering,Rerun,2022-04-23,8,Prof. Ashoke De,IIT Kanpur,IIT Kanpur,oc,True
101108086,noc22-ae05,Gasdynamics: Fundamentals and Applications,Aerospace Engineering,Rerun,2022-04-23,12,Prof. Srisha Rao M V,IISc Bangalore,IISc Bangalore,oc,True
101101086,noc22-ae06,Introduction to Launch Vehicle Analysis and Design,Aerospace Engineering,Rerun,2022-04-24,8,Prof. Ashok Joshi,IIT Bombay,IIT Bombay,oc,True
101101087,noc22-ae07,Lighter than Air Systems,Aerospace Engineering,Rerun,2022-04-23,12,Prof. Rajkumar S. Pant,IIT Bombay,IIT Bombay,oc,True
101105077,noc22-ae08,Satellite Attitude Dynamics and Control,Aerospace Engineering,Rerun,2022-04-23,12,Prof. Manoranjan Sinha,IIT Kharagpur,IIT Kharagpur,oc,True
101105088,noc22-ae09,Fundamentals of Theoretical and Experimental Aerodynamics,Aerospace Engineering,New,2022-04-23,12,Prof. Arnab Roy,IIT Kharagpur,IIT Kharagpur,oc,True
101104062,noc22-ae10,Aircraft Stability and Control,Aerospace Engineering,Rerun,2022-10-29,12,Prof. A. K. Ghosh,IIT Kanpur,IIT Kanpur,uplc,False
101104061,noc22-ae11,Introduction to Airplane Performance,Aerospace Engineering,Rerun,2022-09-25,8,Prof. A. K. Ghosh,IIT Kanpur,IIT Kanpur,uptc,False
101104084,noc22-ae12,Introduction to Airbreathing Propulsion,Aerospace Engineering,Rerun,2022-10-30,12,Prof. Ashoke De,IIT Kanpur,IIT Kanpur,uplc,True
101101079,noc22-ae13,Introduction to Aerospace Engineering-Flight,Aerospace Engineering,Rerun,2022-10-30,12,Prof. Rajkumar Pant,IIT Bombay,IIT Bombay,uplc,False
101101083,noc22-ae14,Introduction to Aircraft Design,Aerospace Engineering,Rerun,2022-10-29,12,Prof. Rajkumar Pant,IIT Bombay,IIT Bombay,uplc,True
101104073,noc22-ae15,Design of Fixed Wing Unmanned Aerial Vehicles,Aerospace Engineering,Rerun,2022-09-25,8,Prof. Saderla Subrahmanyam,IIT Kanpur,IIT Kanpur,uptc,True
101104083,noc22-ae16,UAV Design - Part II,Aerospace Engineering,Rerun,2022-09-25,8,Prof. Saderla Subrahmanyam,IIT Kanpur,IIT Kanpur,uptc,True
101104063,noc22-ae17,Engineering Thermodynamics,Aerospace Engineering,Rerun,2022-10-29,12,Prof. D. P. Mishra,IIT Kanpur,IIT Kanpur,uplc,False
101105089,noc22-ae18,Aerodynamic Design of Axial Flow Compressors & Fans,Aerospace Engineering,New,2022-10-29,12,Prof. Chetankumar Sureshbhai Mistry,IIT Kharagpur,IIT Kharagpur,uplc,True
101105084,noc22-ae19,Aircraft Structures - I,Aerospace Engineering,Rerun,2022-09-25,8,Prof. Anup Ghosh,IIT Kharagpur,IIT Kharagpur,uptc,True
101105085,noc22-ae20,Introduction to CFD,Aerospace Engineering,Rerun,2022-10-30,12,Prof. Arnab Roy,IIT Kharagpur,IIT Kharagpur,uplc,True
101105083,noc22-ae21,Space Flight Mechanics,Aerospace Engineering,Rerun,2022-10-30,12,Prof. Manoranjan Sinha,IIT Kharagpur,IIT Kharagpur,uplc,True
126105012,noc22-ag01,Soil And Water Conservation Engineering,Agriculture,Rerun,2022-04-24,12,Prof. Rajendra Singh,IIT Kharagpur,IIT Kharagpur,oc,False
126105016,noc22-ag02,Soil Science and Technology,Agriculture,Rerun,2022-04-23,12,Prof. Somsubhra Chakraborty,IIT Kharagpur,IIT Kharagpur,oc,False
126105015,noc22-ag03,Novel Technologies for Food Processing and Shelf-Life Extension,Agriculture,Rerun,2022-04-23,12,Prof. Hari Niwas Mishra,IIT Kharagpur,IIT Kharagpur,oc,True
126105020,noc22-ag04,Instrumentation and Process Control in Food Industry,Agriculture,New,2022-03-27,8,Prof. Ashis Kumar Datta,IIT Kharagpur,IIT Kharagpur,oc,True
126105021,noc22-ag05,Machine Learning For Soil And Crop Management,Agriculture,New,2022-04-23,12,Prof. Somsubhra Chakraborty,IIT Kharagpur,IIT Kharagpur,oc,True
126105013,noc22-ag06,Dairy and Food process and products technology,Agriculture,Rerun,2022-10-29,12,Prof. Tridib Kumar Goswami,IIT Kharagpur,IIT Kharagpur,uplc,True
126105009,noc22-ag07,Farm Machinery,Agriculture,Rerun,2022-10-29,12,Prof. V. K. Tewari,IIT Kharagpur,IIT Kharagpur,uplc,False
126105011,noc22-ag08,Fundamentals of Food Process Engineering,Agriculture,Rerun,2022-10-29,12,Prof. Jayeeta Mitra,IIT Kharagpur,IIT Kharagpur,uplc,False
126105014,noc22-ag09,Organic Farming for Sustainable Agricultural Production,Agriculture,Rerun,2022-09-25,8,Prof. Dilip Kumar Swain,IIT Kharagpur,IIT Kharagpur,uptc,True
126103022,noc22-ag10,Natural Resources Management,Agriculture,New,2022-10-29,12,Prof. Sudip Mitra,IIT Guwahati,IIT Guwahati,uplc,True
126105019,noc22-ag11,Micro Irrigation Engineering,Agriculture,Rerun,2022-10-30,12,Prof. Kamlesh Narayan Tiwari,IIT Kharagpur,IIT Kharagpur,uplc,True
126105022,noc22-ag12,Advanced Aquaculture Technology,Agriculture,New,2022-10-29,12,Prof. Gourav Dhar Bhowmick,IIT Kharagpur,IIT Kharagpur,uplc,True
126105023,noc22-ag13,"Post Harvest Operations and Processing of Fruits, Vegetables, Spices and Plantation Crop Products",Agriculture,New,2022-10-29,12,Prof. H N Mishra,IIT Kharagpur,IIT Kharagpur,uplc,True
126105024,noc22-ag14,Soil Fertility And Fertilizers,Agriculture,New,2022-10-29,12,Prof. Somsubhra Chakraborty,IIT Kharagpur,IIT Kharagpur,uplc,True
124107012,noc22-ar01,"Structure, Form, and Architecture: The Synergy",Architecture,Rerun,2022-03-27,8,Prof. Shubhajit Sadhukhan,IIT Roorkee,IIT Roorkee,oc,True
124107008,noc22-ar02,User Interface Design,Architecture,Rerun,2022-04-23,4,Prof. Saptarshi Kolay,IIT Roorkee,IIT Roorkee,oc,True
124106009,noc22-ar03,Introduction to History of Architecture in India,Architecture,Rerun,2022-03-27,4,Prof. Pushkar Sohoni,IISER Pune,IIT Madras,oc,False
124107159,noc22-ar04,Engineering/Architectural Graphics - part II - Isometric and Axonometric Drawings,Architecture,New,2022-04-24,4,Prof. Avlokita Agrawal,IIT Roorkee,IIT Roorkee,oc,False
124107010,noc22-ar05,Disaster Recovery and Build Back Better,Architecture,Rerun,2022-04-24,8,"Prof. Ram Sateesh Pasupuleti 
Prof. Subhojyothi Samaddar",IIT Roorkee,IIT Roorkee,oc,True
124107157,noc22-ar06,Engineering/Architectural Graphics - part I - Orthographic projection,Architecture,Rerun,2022-04-24,8,Prof. Avlokita Agrawal,IIT Roorkee,IIT Roorkee,oc,False
124107160,noc22-ar07,Environmental Impact Assessment,Architecture,New,2022-04-24,12,Prof. Harshit Sosan Lakra,IIT Roorkee,IIT Roorkee,oc,True
124105003,noc22-ar08,Architectural Conservation and Historic Preservation,Architecture,Rerun,2022-09-25,8,Prof. Sanghamitra Basu,IIT Kharagpur,IIT Kharagpur,uptc,True
124107006,noc22-ar09,Role of Craft and Technology in Interior - Architecture,Architecture,Rerun,2022-09-25,8,Prof. Smriti Saraswat,IIT Roorkee,IIT Roorkee,uptc,True
124107007,noc22-ar10,Urban governance and Development Management (UGDM),Architecture,Rerun,2022-10-29,12,Prof. Uttam Kumar Roy,IIT Roorkee,IIT Roorkee,uplc,True
124107005,noc22-ar11,Contemporary Architecture and Design,Architecture,Rerun,2022-09-25,8,Prof. Saptarshi Kolay,IIT Roorkee,IIT Roorkee,uptc,True
124107011,noc22-ar12,Sustainable Architecture,Architecture,Rerun,2022-10-29,12,Prof. Avlokita Agrawal,IIT Roorkee,IIT Roorkee,uplc,False
124107161,noc22-ar13,Modern Indian Architecture,Architecture,New,2022-10-29,8,Prof. P.S. Chani,IIT Roorkee,IIT Roorkee,uptc,True
124105013,noc22-ar14,Building Materials and Composites,Architecture,Rerun,2022-09-25,8,Prof. Sumana Gupta,IIT Kharagpur,IIT Kharagpur,uptc,False
124105016,noc22-ar15,Urban Landuse and Transportation planning,Architecture,Rerun,2022-10-29,12,Prof. Debapratim Pandit,IIT Kharagpur,IIT Kharagpur,uplc,True
124105158,noc22-ar16,"Urban Utilities Planning: Water Supply, Sanitation and Drainage",Architecture,Rerun,2022-10-29,12,Prof. Debapratim Pandit,IIT Kharagpur,IIT Kharagpur,uplc,True
124107162,noc22-ar17,International Studies in Vernacular Architecture,Architecture,New,2022-09-25,4,Prof. Ram Sateesh Pasupuleti,IIT Roorkee,IIT Roorkee,upsc,True
124107158,noc22-ar18,Introduction to Urban Planning,Architecture,Rerun,2022-09-25,8,Prof. Harshit Sosan Lakra,IIT Roorkee,IIT Roorkee,uptc,True
102101091,noc22-bt01,Maternal Infant Young Child Nutrition,BioTechnology,New,2022-04-23,12,Prof. Rupal Dalal,IIT Bombay,IIT Bombay,oc,True
102106068,noc22-bt03,Computational Systems Biology,BioTechnology,Rerun,2022-04-23,12,Prof. Karthik Raman,IIT Madras,IIT Madras,oc,True
102106069,noc22-bt04,Material and Energy Balances,BioTechnology,Rerun,2022-04-23,12,Prof. Vignesh Muthuvijayan,IIT Madras,IIT Madras,oc,False
102108082,noc22-bt05,Optical Spectroscopy and Microscopy : Fundamentals of optical measurements and instrumentation,BioTechnology,Rerun,2022-04-23,12,Prof. Balaji Jayaprakash,IISc Bangalore,IISc Bangalore,oc,True
102104061,noc22-bt06,Introduction to Professional Scientific Communication,BioTechnology,Rerun,2022-03-27,4,Prof. S. Ganesh,IIT Kanpur,IIT Kanpur,oc,True
102104052,noc22-bt07,Human Molecular Genetics,BioTechnology,Rerun,2022-03-27,4,Prof. S. Ganesh,IIT Kanpur,IIT Kanpur,oc,True
102101067,noc22-bt08,Introductory Mathematical Methods for Biologists,BioTechnology,Rerun,2022-04-24,8,Prof. Ranjit Padinhateeri,IIT Bombay,IIT Bombay,oc,True
102105064,noc22-bt09,Aspects Of Biochemical Engineering,BioTechnology,Rerun,2022-04-23,12,Prof. Debabrata Das,IIT Kharagpur,IIT Kharagpur,oc,True
102101068,noc22-bt10,Bioengineering: An Interface with Biology and Medicine,BioTechnology,Rerun,2022-03-27,8,Prof. Sanjeeva Srivastava,IIT Bombay,IIT Bombay,oc,False
102101082,noc22-bt11,Interactomics : Basics & Applications,BioTechnology,Rerun,2022-04-23,12,Prof. Sanjeeva Srivastava,IIT Bombay,IIT Bombay,oc,True
102106065,noc22-bt12,BioInformatics: Algorithms and Applications,BioTechnology,Rerun,2022-04-24,12,Prof. Michael Gromiha,IIT Madras,IIT Madras,oc,True
102106051,noc22-bt13,Biostatistics and Design of experiments,BioTechnology,Rerun,2022-03-27,8,Prof. Mukesh Doble,IIT Madras,IIT Madras,oc,True
102106066,noc22-bt14,Demystifying The Brain,BioTechnology,Rerun,2022-03-27,4,Prof. Srinivas Chakravarthy,IIT Madras,IIT Madras,oc,True
102106057,noc22-bt15,Medical Biomaterials,BioTechnology,Rerun,2022-04-23,8,Prof. Mukesh Doble,IIT Madras,IIT Madras,oc,True
102106082,noc22-bt16,Thermodynamics for Biological Systems : Classical and Statistical Aspect,BioTechnology,Rerun,2022-04-24,12,"Prof. Suraishkumar G K
Prof. Sanjib Senapati",IIT Madras,IIT Madras,oc,False
102103091,noc22-bt17,Basics of Biology,BioTechnology,New,2022-04-23,12,Prof. Vishal Trivedi,IIT Guwahati,IIT Guwahati,oc,False
102108086,noc22-bt18,"Cell Biology: Cellular organization, division and processes",BioTechnology,Rerun,2022-03-27,8,Prof. Shikha Laloraya,IISc Bangalore,IISc Bangalore,oc,True
102106086,noc22-bt19,Bioreactor Design and Analysis,BioTechnology,Rerun,2022-03-27,8,Prof. Smita Srivastava,IIT Madras,IIT Madras,oc,True
102103092,noc22-bt20,Data Analysis for Biologists,BioTechnology,New,2022-04-23,8,Prof. Biplab Bose,IIT Guwahati,IIT Guwahati,oc,True
102103086,noc22-bt21,Biointerface Engineering,BioTechnology,Rerun,2022-03-27,8,Prof. Lalit M. Pandey,IIT Guwahati,IIT Guwahati,oc,True
102106087,noc22-bt22,Biochemistry - IITM,BioTechnology,Rerun,2022-04-23,12,Prof. Subramaniam K,IIT Madras,IIT Madras,oc,False
102104082,noc22-bt24,Forests And Their Management,BioTechnology,Rerun,2022-04-23,12,Prof. Ankur Awadhiya ,IIT Kanpur,IIT Kanpur,oc,True
102104069,noc22-bt25,Nanotechnology In Agriculture,BioTechnology,Rerun,2022-04-24,8,Prof. Mainak Das ,IIT Kanpur,IIT Kanpur,oc,True
102104062,noc22-bt26,Bioelectrochemistry,BioTechnology,Rerun,2022-04-23,4,Prof. Mainak Das ,IIT Kanpur,IIT Kanpur,oc,True
102107075,noc22-bt27,Plant Developmental Biology,BioTechnology,Rerun,2022-04-24,4,Prof. Shri RamYadav ,IIT Roorkee,IIT Roorkee,oc,True
102107086,noc22-bt28,Structural Biology,BioTechnology,Rerun,2022-04-23,12,Prof. Saugata Hazra,IIT Roorkee,IIT Roorkee,oc,True
102105086,noc22-bt29,Metabolic Engineering,BioTechnology,Rerun,2022-04-24,8,"Prof. Pinaki Sar 
Prof. Amit Ghosh",IIT Kharagpur,IIT Kharagpur,oc,True
102104086,noc22-bt31,Conservation Economics,BioTechnology,Rerun,2022-04-23,12,Prof. Ankur Awadhiya,IIT Kanpur,IIT Kanpur,oc,True
102106093,noc22-bt32,Cellular biophysics: a framework for quantitative biology,BioTechnology,New,2022-09-25,8,Prof. Chaitanya A.Athale,IISER pune,IIT Madras,uptc,True
102106094,noc22-bt34,Medical Image Analysis,BioTechnology,New,2022-10-29,12,Prof. Ganapathy krishnamurthi,IIT Madras,IIT Madras,uplc,True
102103093,noc22-bt35,Genome Editing and Engineering,BioTechnology,New,2022-10-29,12,Prof. Utpal Bora,IIT Guwahati,IIT Guwahati,uplc,True
102105058,noc22-bt36,Industrial Biotechnology,BioTechnology,Rerun,2022-10-29,12,Prof. Debabrata Das,IIT Kharagpur,IIT Kharagpur,uplc,False
102106070,noc22-bt37,Computer Aided Drug Design,BioTechnology,Rerun,2022-09-25,8,Prof. Mukesh Doble,IIT Madras,IIT Madras,uptc,True
102106080,noc22-bt38,Plant Cell Bioprocessing,BioTechnology,Rerun,2022-09-25,8,Prof. Smita Srivastava,IIT Madras,IIT Madras,uptc,False
102106084,noc22-bt39,Introduction to Developmental Biology,BioTechnology,Rerun,2022-10-30,12,Prof. Subramaniam K,IIT Madras,IIT Madras,uplc,True
102105083,noc22-bt40,Immunology,BioTechnology,Rerun,2022-10-29,12,"Prof. Sudip Kumar Ghosh, Prof. Agneyo Ganguly",IIT Kharagpur,IIT Kharagpur,uplc,False
102108077,noc22-bt41,Drug Delivery: Principles and Engineering,BioTechnology,Rerun,2022-10-30,12,Prof. Rachit Agarwal,IISc Bangalore,IISc Bangalore,uplc,True
102104056,noc22-bt42,Functional Genomics,BioTechnology,Rerun,2022-10-29,4,Prof. S. Ganesh,IIT Kanpur,IIT Kanpur,upsc,True
102101058,noc22-bt43,Introduction to mechanobiology,BioTechnology,Rerun,2022-09-25,8,Prof. Shamik Sen,IIT Bombay,IIT Bombay,uptc,False
102101056,noc22-bt44,Introduction to Biostatistics,BioTechnology,Rerun,2022-09-25,8,Prof. Shamik Sen,IIT Bombay,IIT Bombay,uptc,True
102108078,noc22-bt45,Fundamentals of micro and nanofabrication,BioTechnology,Rerun,2022-10-30,12,"Prof. Sushobhan avasthi, Prof. Shankar Selvaraja",IISc Bangalore,IISc Bangalore,uplc,True
102107058,noc22-bt46,Biomedical nanotechnology,BioTechnology,Rerun,2022-10-29,4,Prof. P. Gopinath,IIT Roorkee,IIT Roorkee,upsc,True
102101055,noc22-bt47,Introduction to proteomics,BioTechnology,Rerun,2022-09-25,8,Prof. Ã‚ Sanjeeva Srivastava,IIT Bombay,IIT Bombay,uptc,True
102106022,noc22-bt48,Principles Of Downstream Techniques In Bioprocess,BioTechnology,Rerun,2022-10-29,12,Prof. Mukesh Doble,IIT Madras,IIT Madras,uplc,True
102106053,noc22-bt49,Bioreactors,BioTechnology,Rerun,2022-09-25,4,Prof. G. K. Suraishkumar,IIT Madras,IIT Madras,upsc,False
102106081,noc22-bt50,Tissue engineering,BioTechnology,Rerun,2022-09-25,8,Prof. Vignesh Muthuvijayan,IIT Madras,IIT Madras,uptc,True
102106083,noc22-bt51,Transport Phenomena in Biological Systems,BioTechnology,Rerun,2022-10-29,12,Prof. G. K. Suraishkumar,IIT Madras,IIT Madras,uplc,True
102101076,noc22-bt52,Introduction to Proteogenomics,BioTechnology,Rerun,2022-10-30,12,Prof. Sanjeeva Srivastava,IIT Bombay,IIT Bombay,uplc,True
102104088,noc22-bt54,Conservation Geography,BioTechnology,Rerun,2022-10-29,12,Prof. Ankur Awadhiya,IIT Kanpur,IIT Kanpur,uplc,True
102104073,noc22-bt55,Wildlife Ecology,BioTechnology,Rerun,2022-10-29,12,Prof. Ankur Awadhiya,IIT Kanpur,IIT Kanpur,uplc,True
102105090,noc22-bt56,Introduction to Biomedical Imaging Systems,BioTechnology,Rerun,2022-10-29,12,Prof. Arun K. Thittai,IIT Madras,IIT Madras,uplc,True
102105088,noc22-bt57,Environmental Biotechnology,BioTechnology,Rerun,2022-10-30,12,Prof. Pinaki Sar,IIT Kharagpur,IIT Kharagpur,uplc,True
102103056,noc22-bt58,Introduction to Dynamical Models in Biology,BioTechnology,Rerun,2022-10-30,4,Prof. Biplab Bose,IIT Guwahati,IIT Guwahati,upsc,True
102103074,noc22-bt59,Genetic Engineering: Theory And Application,BioTechnology,Rerun,2022-10-29,12,Prof. Vishal Trivedi,IIT Guwahati,IIT Guwahati,uplc,True
102103083,noc22-bt60,Experimental Biotechnology,BioTechnology,Rerun,2022-10-30,12,Prof. Vishal Trivedi,IIT Guwahati,IIT Guwahati,uplc,True
102106095,noc22-bt61,Organ Printing,BioTechnology,New,2022-09-25,8,Prof. Falguni Pati,IIT Hyderabad,IIT Madras,uptc,True
102105089,noc22-bt62,Fundamentals of Protein Chemistry,BioTechnology,Rerun,2022-10-30,12,Prof. Swagata Dasgupta,IIT Kharagpur,IIT Kharagpur,uplc,True
102104058,noc22-bt63,Animal Physiology,BioTechnology,Rerun,2022-10-30,12,Prof. Mainak Das,IIT Kanpur,IIT Kanpur,uplc,True
102104059,noc22-bt64,Cell Culture Technologies,BioTechnology,Rerun,2022-10-29,8,Prof. Mainak Das,IIT Kanpur,IIT Kanpur,uptc,True
105105185,noc22-ce01,Geotechnical Engineering II Foundation Engineering,Civil Engineering,Rerun,2022-04-24,12,Prof. Dilip Kumar Baidya,IIT Kharagpur,IIT Kharagpur,oc,False
105104147,noc22-ce02,Geology and Soil Mechanics,Civil Engineering,Rerun,2022-04-24,12,Prof. Priyanka Ghosh,IIT Kanpur,IIT Kanpur,oc,True
105101201,noc22-ce03,Geotechnical Engineering - 1,Civil Engineering,Rerun,2022-04-24,12,Prof. D. N. Singh,IIT Bombay,IIT Bombay,oc,False
105107200,noc22-ce04,Geomorphology,Civil Engineering,Rerun,2022-04-24,12,Prof. Pitambar Pati,IIT Roorkee,IIT Roorkee,oc,True
105107158,noc22-ce05,Digital Land Surveying And Mapping (DLS&M),Civil Engineering,Rerun,2022-04-23,8,Prof. Jayanta Kumar Ghosh,IIT Roorkee,IIT Roorkee,oc,True
105105203,noc22-ce06,Hydraulic Engineering,Civil Engineering,Rerun,2022-04-23,12,Prof. Mohammad Saud Afzal,IIT Kharagpur,IIT Kharagpur,oc,False
105105201,noc22-ce07,Water Supply Engineering,Civil Engineering,Rerun,2022-04-24,12,Prof. Manoj Kumar Tiwari,IIT Kharagpur,IIT Kharagpur,oc,True
105104178,noc22-ce08,Introduction to Accounting and Finance for Civil Engineers,Civil Engineering,Rerun,2022-03-27,8,"Prof. K. N. Jha
Prof. Sudhir Misra",IIT Kanpur,IIT Kanpur,oc,True
105104206,noc22-ce09,Development and Applications of Special Concretes,Civil Engineering,Rerun,2022-03-27,8,Prof. Sudhir Misra,IIT Kanpur,IIT Kanpur,oc,True
105107201,noc22-ce10,Remote Sensing Essentials,Civil Engineering,Rerun,2022-04-24,12,Prof. Arun K. Saraf,IIT Roorkee,IIT Roorkee,oc,True
105104216,noc22-ce100,Introductory Field Structural Geology,Civil Engineering,New,2022-10-29,4,Prof. Santanu Misra,IIT Kanpur,IIT Kanpur,upsc,False
105107156,noc22-ce101,Principles and applications of building science,Civil Engineering,Rerun,2022-09-25,4,Prof. E. Rajasekar,IIT Roorkee,IIT Roorkee,upsc,True
105101200,noc22-ce102,Environmental Geomechanics,Civil Engineering,Rerun,2022-10-30,12,Prof. D. N. Singh,IIT Bombay,IIT Bombay,uplc,True
105105177,noc22-ce103,Theory of Elasticity,Civil Engineering,Rerun,2022-10-29,12,"Prof. Amit Shaw, Prof. Biswanath Banerjee",IIT Kharagpur,IIT Kharagpur,uplc,True
105107210,noc22-ce104,Sustainable Transportation systems,Civil Engineering,Rerun,2022-10-30,12,Prof. Bhola Ram Gurjar,IIT Roorkee,IIT Roorkee,uplc,True
105106052,noc22-ce11,Geosynthetics And Reinforced Soil Structures,Civil Engineering,Rerun,2022-04-23,12,Prof. K.Rajagopal,IIT Madras,IIT Madras,oc,True
105106202,noc22-ce12,Maintenance and Repair of Concrete Structures,Civil Engineering,Rerun,2022-04-23,12,Prof. Radhakrishna G. Pillai,IIT Madras,IIT Madras,oc,True
105106053,noc22-ce13,Modern Construction Materials,Civil Engineering,Rerun,2022-04-23,12,Prof. Ravindra Gettu,IIT Madras,IIT Madras,oc,True
105106151,noc22-ce14,Structural Dynamics,Civil Engineering,Rerun,2022-04-23,12,Prof. Ramancharala Pradeep Kumar,IIITH,IIT Madras,oc,False
105107173,noc22-ce15,Applied Environmental Microbiology,Civil Engineering,Rerun,2022-04-23,12,Prof. Gargi Singh,IIT Roorkee,IIT Roorkee,oc,True
105107181,noc22-ce16,Environmental Remediation of Contaminated Sites,Civil Engineering,Rerun,2022-04-24,12,Prof. Bhanu Prakash Vellanki,IIT Roorkee,IIT Roorkee,oc,True
105105169,noc22-ce17,Electronic Waste Management - Issues And Challenges,Civil Engineering,Rerun,2022-03-27,4,Prof. Brajesh Kumar Dubey,IIT Kharagpur,IIT Kharagpur,oc,True
105106187,noc22-ce18,Advanced Topics in the Science and Technology of Concrete,Civil Engineering,Rerun,2022-03-27,4,"Prof. Ravindra Gettu
Prof. Manu Santhanam",IIT Madras,IIT Madras,oc,True
105103213,noc22-ce19,Engineering Hydrology,Civil Engineering,New,2022-04-24,12,Prof. Sreeja Pekkat,IIT Guwahati,IIT Guwahati,oc,False
105105213,noc22-ce20,Retrofitting and Rehabilitation of Civil Infrastructure,Civil Engineering,New,2022-04-24,12,"Prof. Swati Maitra
Prof. Sriman Kumar Bhattacharyya",IIT Kharagpur,IIT Kharagpur,oc,True
105103214,noc22-ce21,Expansive Soil,Civil Engineering,New,2022-03-27,8,Prof. Anil Kumar Mishra,IIT Guwahati,IIT Guwahati,oc,True
105107213,noc22-ce22,Air pollution and Control,Civil Engineering,New,2022-04-24,12,Prof. Bhola Ram Gurjar,IIT Roorkee,IIT Roorkee,oc,True
105101213,noc22-ce23,Microwave Remote Sensing in Hydrology,Civil Engineering,New,2022-04-23,12,Prof. J. Indu,IIT Bombay,IIT Bombay,oc,True
105101206,noc22-ce24,Remote Sensing: Principles and Applications,Civil Engineering,Rerun,2022-04-24,12,Prof. Eswar Rajasekaran,IIT Bombay,IIT Bombay,oc,True
105103207,noc22-ce25,Advanced Soil Mechanics,Civil Engineering,Rerun,2022-04-24,12,Prof. Sreedeep S,IIT Guwahati,IIT Guwahati,oc,True
105107206,noc22-ce26,Geographic Information Systems,Civil Engineering,Rerun,2022-04-23,12,Prof. Arun K. Saraf,IIT Roorkee,IIT Roorkee,oc,True
105107207,noc22-ce27,Water and waste water treatment,Civil Engineering,Rerun,2022-04-24,12,Prof. Bhanu Prakash Vellanki,IIT Roorkee,IIT Roorkee,oc,False
105107208,noc22-ce28,Rock Engineering,Civil Engineering,Rerun,2022-04-24,12,Prof. Priti Maheshwari,IIT Roorkee,IIT Roorkee,oc,True
105105166,noc22-ce29,Structural Analysis-I,Civil Engineering,Rerun,2022-04-24,12,Prof. Amit Shaw,IIT Kharagpur,IIT Kharagpur,oc,False
105105171,noc22-ce30,Introduction To Mineral Processing,Civil Engineering,Rerun,2022-04-23,12,Prof. Arun Kumar Majumder,IIT Kharagpur,IIT Kharagpur,oc,True
105105150,noc22-ce31,Probability Methods in Civil Engineering,Civil Engineering,Rerun,2022-04-24,12,Prof. Rajib Maity,IIT Kharagpur,IIT Kharagpur,oc,True
105105207,noc22-ce32,Advanced Foundation Engineering,Civil Engineering,Rerun,2022-04-24,12,Prof. Koushik Deb,IIT Kharagpur,IIT Kharagpur,oc,True
105105208,noc22-ce34,Urban Transportation Systems Planning,Civil Engineering,Rerun,2022-04-24,12,Prof. Bhargab Maitra,IIT Kharagpur,IIT Kharagpur,oc,True
105105170,noc22-ce35,Mineral Resources: Geology Exploration Economics And Environment,Civil Engineering,Rerun,2022-04-23,12,Prof. M. K. Panigrahi,IIT Kharagpur,IIT Kharagpur,oc,False
105105200,noc22-ce36,Soil Structure Interaction,Civil Engineering,Rerun,2022-04-23,12,Prof. Koushik Deb,IIT Kharagpur,IIT Kharagpur,oc,True
105105214,noc22-ce37,Surface Water Hydrology,Civil Engineering,New,2022-04-23,12,Prof. Rajib Maity,IIT Kharagpur,IIT Kharagpur,oc,False
105102199,noc22-ce38,Scheduling Techniques in Projects,Civil Engineering,Rerun,2022-03-27,4,Prof. J. Uma Maheswari,IIT Delhi,IIT Delhi,oc,True
105102206,noc22-ce39,Safety in Construction,Civil Engineering,Rerun,2022-04-23,8,Prof. J. Uma Maheswari,IIT Delhi,IIT Delhi,oc,True
105106206,noc22-ce40,Basic construction materials,Civil Engineering,Rerun,2022-04-24,12,"Prof. Manu Santhanam
Prof. Radhakrishna G. Pillai",IIT Madras,IIT Madras,oc,False
105105215,noc22-ce41,Traffic Engineering,Civil Engineering,New,2022-04-23,12,Prof. Bhargab Maitra,IIT Kharagpur,IIT Kharagpur,oc,True
105106201,noc22-ce42,Introduction to Civil Engineering Profession,Civil Engineering,Rerun,2022-03-27,8,"Prof. Ravindra Gettu
Prof. Subhadeep Banerjee",IIT Madras,IIT Madras,oc,False
105104183,noc22-ce43,Natural Hazards,Civil Engineering,Rerun,2022-03-27,8,Prof. Javed N. Malik ,IIT Kanpur,IIT Kanpur,oc,True
105101214,noc22-ce44,Groundwater hydrology and management,Civil Engineering,New,2022-04-24,12,Prof. Pennan Chinnasamy,IIT Bombay,IIT Bombay,oc,True
105101215,noc22-ce45,Rural Water Resources Management,Civil Engineering,New,2022-04-23,12,Prof. Pennan Chinnasamy,IIT Bombay,IIT Bombay,oc,True
105104160,noc22-ce46,Mechanics of Solids,Civil Engineering,Rerun,2022-04-23,12,Prof. Priyanka Ghosh,IIT Kanpur,IIT Kanpur,oc,False
